MaritalStatus,ApplicationMode,ApplicationOrder,Course,PreviousQualification,PreviousQualificationGrade,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,UnemploymentRate,InflationRate,GDP,Target
1,53,1,9085,42,160,19,37,4,9,160,1,1,0,0,20,15,11,13.78571429,9,9,9,8.9,1.4,3.51,Graduate
1,43,1,9147,1,131,3,19,2,9,126.1,0,1,0,0,18,5,0,0,5,9,4,16.2,0.3,-0.92,Enrolled
1,1,1,9500,1,150,37,37,9,7,136.5,1,1,0,1,18,8,8,14.50125,8,8,8,9.4,-0.8,-3.12,Graduate
2,1,5,9500,1,130,1,19,4,4,122.3,0,1,0,0,19,7,6,14.35,7,7,6,7.6,2.6,0.32,Graduate
1,17,1,9070,1,133.1,38,19,5,5,128,0,1,0,1,21,6,6,11.5,6,6,6,9.4,-0.8,-3.12,Graduate
1,1,1,9238,1,154,38,38,9,9,156.5,1,1,0,1,18,8,6,11.71428571,6,6,6,12.7,3.7,-1.7,Graduate
1,1,1,9670,1,126,37,19,7,7,125.7,0,1,0,0,20,9,6,13.57142857,6,10,5,15.5,2.8,-4.06,Enrolled
1,1,1,9773,1,150,19,38,9,5,143,0,1,0,0,18,6,5,13,6,6,6,12.7,3.7,-1.7,Graduate
1,17,5,9500,1,141,19,19,9,7,131.9,1,1,0,1,18,8,7,13.56875,8,8,8,15.5,2.8,-4.06,Graduate
2,43,1,9991,1,134,37,37,9,9,113.7,0,1,0,0,32,5,5,10.2,5,9,4,9.4,-0.8,-3.12,Enrolled
1,17,2,171,1,146,3,3,3,3,155.1,1,1,0,0,18,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,16,3,9853,1,134,19,37,9,9,121.1,1,1,0,0,19,8,5,12.2,6,8,5,10.8,1.4,1.74,Enrolled
1,1,3,9500,1,139,1,19,9,3,130.3,1,1,0,1,18,8,8,14.15375,8,8,8,9.4,-0.8,-3.12,Graduate
1,1,6,9500,1,136,1,1,4,5,123.3,0,0,0,0,18,8,0,0,8,8,0,9.4,-0.8,-3.12,Dropout
1,1,5,9773,1,110,19,38,3,5,117.4,1,1,0,0,20,7,6,13.83333333,6,6,6,11.1,0.6,2.02,Graduate
1,5,1,9670,1,135,1,12,4,4,140.3,1,1,0,0,19,7,6,13.42857143,6,6,4,12.4,0.5,1.79,Enrolled
1,17,4,9500,1,129,38,37,9,5,120,1,1,0,0,19,8,7,12.45428571,8,8,7,10.8,1.4,1.74,Graduate
1,17,1,9147,1,139,38,38,7,5,133.4,0,1,0,0,18,9,1,11,5,10,0,9.4,-0.8,-3.12,Enrolled
1,1,4,9500,1,137,1,19,4,7,126.7,1,1,0,0,18,0,0,0,8,0,0,15.5,2.8,-4.06,Dropout
1,17,3,9500,1,138,1,19,7,8,129.3,1,1,0,1,18,8,6,13.27166667,8,11,7,12.4,0.5,1.79,Graduate
1,17,6,9500,1,136,3,38,2,9,125.7,1,1,0,0,20,8,6,13.54833333,8,11,6,11.1,0.6,2.02,Enrolled
1,1,1,9773,1,143,3,3,2,5,144.8,0,1,0,0,19,6,6,12.16666667,6,6,6,16.2,0.3,-0.92,Enrolled
1,1,1,9254,1,133.1,38,19,3,3,98.6,0,1,0,0,21,16,2,11,6,12,0,12.7,3.7,-1.7,Dropout
1,1,1,9853,1,136,38,37,9,9,126.9,1,1,0,1,19,7,7,13.28571429,7,7,7,11.1,0.6,2.02,Graduate
1,17,1,9238,1,139,19,38,4,9,146.7,1,1,0,1,20,6,6,13.33333333,6,7,6,15.5,2.8,-4.06,Graduate
1,1,1,9500,1,125,1,1,9,4,117,0,1,0,1,21,8,8,13.2575,8,8,8,9.4,-0.8,-3.12,Graduate
1,44,1,9085,39,130,37,38,9,6,130,1,1,0,0,23,7,0,0,6,7,0,11.1,0.6,2.02,Dropout
1,17,1,9238,1,137,1,38,5,8,125.8,0,0,0,1,18,10,6,12.66666667,6,6,2,12.7,3.7,-1.7,Dropout
2,39,1,9991,3,130,3,1,1,10,160,0,1,0,0,30,5,5,14.6,5,5,5,12.7,3.7,-1.7,Dropout
1,1,1,9085,1,130,9,19,4,1,134.2,1,1,0,0,20,13,0,0,5,5,0,9.4,-0.8,-3.12,Dropout
2,43,2,9147,1,160,37,37,9,9,96,0,0,0,0,29,7,3,12.33333333,5,8,0,10.8,1.4,1.74,Dropout
1,18,1,9147,1,100,38,38,5,5,101.8,1,1,0,0,24,5,5,10.8,5,11,2,10.8,1.4,1.74,Enrolled
1,1,1,9238,1,136,19,1,4,3,125.2,1,1,0,0,20,7,6,11.66666667,6,10,6,7.6,2.6,0.32,Graduate
1,43,1,8014,1,117,37,37,9,9,100,0,1,0,0,27,6,4,12.5,6,6,6,13.9,-0.3,0.79,Dropout
2,7,1,9147,3,140,37,37,9,9,140,0,1,0,0,23,0,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,51,1,9070,1,132,19,19,153,153,120,0,1,0,1,23,6,6,15.33333333,6,6,6,11.1,0.6,2.02,Graduate
1,1,3,9500,1,147,1,1,4,4,134.3,1,1,0,0,18,8,7,14.2,8,8,7,12.7,3.7,-1.7,Graduate
1,1,1,9773,1,158,38,38,9,7,144.7,1,1,0,1,19,6,6,14.83333333,6,6,6,12.7,3.7,-1.7,Graduate
1,17,6,9500,1,142,19,37,4,9,131.9,1,1,0,0,19,7,7,13.64285714,8,8,8,13.9,-0.3,0.79,Dropout
1,1,1,9773,1,143,1,38,8,8,136.7,1,1,0,1,18,6,6,13.83333333,6,6,6,11.1,0.6,2.02,Dropout
1,1,2,9070,1,135,1,1,4,7,129.8,1,1,0,0,19,6,6,11.83333333,6,7,6,9.4,-0.8,-3.12,Graduate
1,1,1,9773,1,160,1,38,4,7,146.5,0,1,0,1,18,7,6,13.42857143,6,10,6,13.9,-0.3,0.79,Graduate
1,43,1,9991,1,120,37,37,9,8,122.5,1,1,0,0,29,16,8,10.5,12,19,9,9.4,-0.8,-3.12,Enrolled
1,39,2,9556,19,133.1,37,37,3,7,117.8,0,1,0,0,24,10,6,11.41666667,8,9,8,13.9,-0.3,0.79,Graduate
1,17,2,9556,1,133.1,37,38,9,8,106,1,1,0,0,19,16,2,12.75,7,12,2,8.9,1.4,3.51,Dropout
1,17,1,9556,1,133,1,38,4,9,119,0,1,0,0,19,10,6,11.15,7,7,7,12.7,3.7,-1.7,Enrolled
1,1,1,9670,1,120,38,19,4,8,115.1,0,1,0,0,19,8,3,11.66666667,6,11,5,10.8,1.4,1.74,Enrolled
1,17,4,9254,1,106,37,19,9,7,116.9,1,1,0,0,20,7,6,11.5,6,8,5,11.1,0.6,2.02,Graduate
1,1,2,9773,1,148,1,19,9,9,141.7,0,1,0,0,18,6,6,13.83333333,6,6,6,10.8,1.4,1.74,Graduate
1,1,2,9070,1,134,1,19,3,3,127.7,1,0,0,0,18,8,6,11.71428571,6,11,4,13.9,-0.3,0.79,Dropout
1,1,5,9500,1,130,19,1,9,5,122.1,1,1,0,1,19,8,7,11.67857143,8,10,7,12.4,0.5,1.79,Graduate
1,16,1,9085,1,150,3,3,2,1,153.5,1,1,0,0,19,7,6,15.71428571,6,6,6,13.9,-0.3,0.79,Dropout
1,1,1,171,1,141,1,19,5,8,141.4,1,1,0,1,18,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,1,1,9773,1,140,19,37,9,6,135.8,1,1,0,1,19,6,6,13,6,7,6,10.8,1.4,1.74,Graduate
1,1,2,9500,1,138,3,3,2,2,127.5,1,1,0,1,18,7,7,14.48571429,8,9,8,16.2,0.3,-0.92,Graduate
1,39,1,9991,1,130,37,37,9,9,151.6,0,1,0,0,24,9,5,12.28571429,5,8,5,16.2,0.3,-0.92,Enrolled
1,39,1,9500,1,133.1,19,19,5,6,121.4,0,1,0,0,28,12,4,13.375,7,7,5,13.9,-0.3,0.79,Enrolled
1,42,1,9500,1,133,1,1,4,4,100,0,1,0,0,20,8,7,11.57142857,8,8,7,12.7,3.7,-1.7,Graduate
1,1,6,9500,1,150,37,38,9,9,131.5,1,1,0,1,19,8,7,12.65714286,8,8,7,12.7,3.7,-1.7,Graduate
1,17,1,9147,1,117,37,37,9,9,109.3,0,0,0,0,22,9,2,10,5,11,1,9.4,-0.8,-3.12,Dropout
1,1,1,9238,1,145,19,1,6,5,127.9,1,1,0,0,19,7,6,13.71428571,6,6,6,12.7,3.7,-1.7,Graduate
1,7,1,9238,3,140,37,37,9,9,140,1,1,0,0,36,21,13,13.07142857,11,16,11,16.2,0.3,-0.92,Graduate
1,44,1,9003,39,160,37,38,9,7,160,0,1,0,1,19,7,6,15.33333333,6,9,6,15.5,2.8,-4.06,Graduate
1,17,1,9238,1,125,4,3,1,1,119.8,0,1,0,0,18,9,5,11.57142857,6,8,6,16.2,0.3,-0.92,Graduate
4,43,4,9991,12,133.1,37,37,9,9,153,0,0,0,0,40,10,0,0,5,5,0,7.6,2.6,0.32,Dropout
1,1,2,9500,1,139,38,37,9,7,125,1,1,0,1,19,7,6,12.9,7,7,6,7.6,2.6,0.32,Graduate
4,43,1,9500,1,130,37,37,9,9,103.7,0,1,0,0,38,12,5,13.126,8,12,5,10.8,1.4,1.74,Enrolled
1,7,1,9085,3,120,37,37,7,7,120,0,1,0,0,32,20,4,11.5,9,13,3,15.5,2.8,-4.06,Dropout
1,1,1,9853,1,160,1,37,9,9,146,1,1,0,0,19,11,3,10.33333333,6,10,5,9.4,-0.8,-3.12,Enrolled
1,17,3,9070,1,120,3,1,4,4,116.9,1,1,0,0,19,6,6,13.5,6,7,6,8.9,1.4,3.51,Graduate
2,39,1,9147,1,130,37,37,9,9,117.9,0,1,0,0,35,1,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,1,1,9147,1,124,38,19,3,10,128.6,1,1,0,0,20,5,4,12,4,4,2,7.6,2.6,0.32,Enrolled
1,17,1,9853,1,150,19,19,3,4,135,0,1,0,0,29,10,7,11.14285714,8,11,8,12.7,3.7,-1.7,Graduate
1,1,1,9991,1,140,37,37,9,9,124.6,0,1,0,0,29,11,5,11.4,5,10,4,15.5,2.8,-4.06,Enrolled
1,1,5,9500,1,135,37,37,7,7,124,1,1,0,1,19,8,7,12.77142857,8,8,7,9.4,-0.8,-3.12,Enrolled
1,1,6,9500,1,143,38,19,7,9,129.5,1,1,0,1,18,8,7,13.79857143,8,8,7,10.8,1.4,1.74,Graduate
2,39,1,8014,19,100,38,19,0,10,111.3,0,0,0,0,25,7,6,13.33333333,6,6,6,7.6,2.6,0.32,Graduate
4,39,1,8014,19,133.1,37,37,9,9,95,0,0,0,0,50,11,0,0,5,6,0,8.9,1.4,3.51,Dropout
2,1,1,9147,1,133.1,34,34,0,0,131.8,0,1,0,0,24,17,14,11.35714286,14,15,13,7.6,2.6,0.32,Dropout
1,1,5,9119,1,132,38,19,5,3,119.1,0,1,0,0,18,11,0,0,5,8,0,9.4,-0.8,-3.12,Dropout
1,17,1,9085,1,131,38,38,191,174,125.4,1,1,0,0,20,13,6,15.69230769,6,13,5,15.5,2.8,-4.06,Graduate
1,16,1,9003,1,147,1,37,4,9,140.7,1,1,0,1,20,19,18,15.05263158,13,13,13,15.5,2.8,-4.06,Graduate
1,43,1,9991,1,141,37,37,9,9,131.9,0,1,0,0,21,20,6,11.5,10,17,5,9.4,-0.8,-3.12,Dropout
1,39,1,9238,1,160,38,1,9,3,124,0,1,1,0,28,15,7,11,6,17,1,10.8,1.4,1.74,Enrolled
1,1,1,9254,1,135,38,37,9,7,139.2,0,1,1,1,19,6,6,13,6,6,6,12.4,0.5,1.79,Graduate
1,1,1,9500,1,133,37,37,9,7,121.8,0,1,1,1,18,8,8,12.93875,8,8,8,9.4,-0.8,-3.12,Graduate
1,17,1,171,1,142,37,37,9,9,132.9,0,1,1,0,22,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
1,44,1,9003,39,130,37,37,9,10,130,0,1,1,0,25,6,0,0,6,8,0,15.5,2.8,-4.06,Dropout
2,39,1,9500,1,133.1,37,37,9,9,130.1,0,0,1,0,37,10,5,13,7,9,5,11.1,0.6,2.02,Dropout
1,39,1,9500,1,133.1,37,37,7,7,124.5,0,0,1,0,38,11,5,12.18,7,11,4,11.1,0.6,2.02,Dropout
2,39,1,9670,1,130,19,38,9,9,162.3,0,1,1,0,36,13,3,11.33333333,6,12,5,13.9,-0.3,0.79,Dropout
1,1,2,9500,1,149,19,1,9,9,137.8,1,1,1,0,18,8,7,13,8,8,7,12.7,3.7,-1.7,Graduate
1,1,1,9670,1,130,1,1,0,0,119.5,0,0,1,0,19,5,0,0,6,0,0,9.4,-0.8,-3.12,Dropout
1,39,1,9130,1,150,1,1,4,10,110,0,1,1,0,24,13,2,12.5,5,8,3,9.4,-0.8,-3.12,Dropout
1,1,1,9238,1,106,1,1,3,3,105,0,1,1,0,20,9,5,11,6,9,5,11.1,0.6,2.02,Graduate
1,1,1,171,1,162,37,37,9,9,142.8,1,1,1,0,21,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout
2,43,3,9991,1,120,37,37,9,9,128.2,1,1,1,0,32,5,0,0,5,5,0,7.6,2.6,0.32,Dropout
2,39,1,9991,19,133.1,38,38,7,8,120,0,1,1,0,39,9,0,0,5,5,1,12.7,3.7,-1.7,Dropout
1,7,1,9119,3,130,37,37,9,9,130,0,0,1,0,33,6,0,0,5,5,0,12.7,3.7,-1.7,Dropout
1,17,2,9670,1,128,37,38,5,8,121.7,0,1,1,1,20,5,5,12.4,5,5,4,9.4,-0.8,-3.12,Graduate
1,1,1,9003,1,124,38,19,9,7,116,0,1,1,0,19,8,6,15.5,6,10,6,16.2,0.3,-0.92,Graduate
2,39,1,9991,1,133.1,37,37,5,8,133.2,0,0,1,0,43,13,2,11.5,5,12,3,13.9,-0.3,0.79,Dropout
2,43,1,9991,1,114,37,37,7,8,116.7,0,1,1,0,49,7,4,13.33333333,5,9,4,16.2,0.3,-0.92,Dropout
1,1,2,9773,1,140,38,38,5,7,126.4,1,1,1,1,18,8,6,12.66666667,6,6,6,12.7,3.7,-1.7,Graduate
1,39,1,9003,1,160,1,37,191,193,140,0,1,1,0,27,6,0,0,6,6,0,11.1,0.6,2.02,Enrolled
1,1,1,9147,1,122,1,19,9,9,120.3,1,1,1,1,19,8,5,12.6,5,9,5,8.9,1.4,3.51,Dropout
1,39,1,9070,1,140,37,37,9,10,118,0,1,1,1,45,6,6,13.5,6,6,0,16.2,0.3,-0.92,Dropout
1,15,1,9670,1,160,37,12,9,9,149.5,1,0,1,0,19,6,6,13,6,8,6,13.9,-0.3,0.79,Graduate
1,44,1,9003,39,130,1,3,9,6,130,0,1,1,1,21,15,6,11.71428571,6,8,4,13.9,-0.3,0.79,Graduate
1,1,1,9670,1,141,1,1,5,9,126.3,0,1,1,1,18,8,6,12.16666667,6,7,5,13.9,-0.3,0.79,Graduate
1,17,3,9147,1,127,37,37,5,7,116.2,0,1,1,0,18,10,0,0,5,13,0,9.4,-0.8,-3.12,Dropout
1,17,1,9254,1,126,37,37,5,1,126,0,0,1,0,29,12,0,0,6,6,0,9.4,-0.8,-3.12,Dropout
1,1,1,9670,1,131,1,1,4,9,122.3,0,1,1,0,19,6,5,11.5,5,5,5,9.4,-0.8,-3.12,Graduate
1,1,1,9147,1,130,19,19,9,7,119.5,1,1,1,1,18,7,4,11.25,5,6,4,12.4,0.5,1.79,Enrolled
1,44,1,9070,39,130,1,1,9,9,131.8,0,1,1,1,22,7,7,12.28571429,9,10,8,12.4,0.5,1.79,Graduate
1,17,6,9500,1,140,1,1,4,3,130.7,1,1,1,1,18,7,7,12.71857143,8,11,8,11.1,0.6,2.02,Dropout
1,44,1,9130,39,140,1,19,4,7,140,0,1,1,0,20,12,5,12.4,6,11,2,13.9,-0.3,0.79,Enrolled
1,1,1,171,1,140,19,19,1,1,129.5,1,1,1,0,20,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
4,39,1,9670,19,133.1,37,37,9,7,130,0,1,1,1,29,16,1,14,6,7,0,11.1,0.6,2.02,Dropout
1,39,1,9670,1,120,11,11,90,4,114,1,1,1,0,29,10,3,11.66666667,5,8,4,7.6,2.6,0.32,Dropout
1,43,1,9773,1,121,1,1,4,5,121,1,1,1,0,23,15,1,13,6,8,4,9.4,-0.8,-3.12,Enrolled
1,17,1,171,1,123,3,12,2,9,116.4,1,1,1,0,19,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,1,9119,1,136,38,38,9,9,121.7,1,1,1,0,18,10,0,0,5,11,1,7.6,2.6,0.32,Dropout
2,42,1,9254,1,136,2,2,134,112,130,1,1,1,0,22,13,4,11.5,6,12,2,7.6,2.6,0.32,Dropout
1,43,1,9991,1,120,37,37,9,9,120,1,1,1,0,34,10,7,11.71428571,10,10,6,10.8,1.4,1.74,Dropout
1,43,1,9991,4,160,3,3,2,1,125,0,1,1,0,26,7,5,12.6,5,7,5,13.9,-0.3,0.79,Graduate
1,17,1,171,1,125,37,37,7,9,134.1,1,1,1,0,24,19,13,11.64285714,17,25,12,11.1,0.6,2.02,Dropout
1,1,1,9670,1,146,1,1,9,8,149.5,1,1,1,1,17,8,6,14.875,6,8,6,11.1,0.6,2.02,Graduate
1,43,4,9670,1,117,3,3,4,4,113.2,0,1,1,0,21,11,2,10,5,10,3,9.4,-0.8,-3.12,Enrolled
2,39,1,9991,1,150,1,4,4,2,146,0,1,1,0,34,5,5,14.2,5,5,5,12.7,3.7,-1.7,Enrolled
1,44,1,9003,39,140,19,38,6,7,140,1,1,1,0,19,8,6,12.71428571,6,9,6,12.4,0.5,1.79,Graduate
2,39,1,9003,1,111,1,3,4,2,162.4,0,0,1,0,49,16,5,11.6,7,7,5,8.9,1.4,3.51,Dropout
1,43,1,9500,1,120,2,4,4,5,136.6,0,1,1,0,23,14,5,11.94,7,14,6,13.9,-0.3,0.79,Dropout
1,18,3,9119,1,111,1,19,9,8,111,1,1,1,0,18,10,4,11.6,5,9,3,12.4,0.5,1.79,Dropout
1,1,1,9500,1,118,12,1,4,10,115.7,0,1,1,0,20,9,5,12.7,8,9,7,13.9,-0.3,0.79,Enrolled
1,1,3,9670,1,106,3,1,2,3,105.7,1,1,1,0,19,6,6,13.33333333,6,9,5,8.9,1.4,3.51,Graduate
1,42,1,9003,39,120,3,1,2,6,128.2,1,1,1,0,24,13,8,13.33333333,10,12,9,16.2,0.3,-0.92,Enrolled
1,1,1,9147,1,151,1,38,4,7,137,1,1,1,0,18,5,5,13.4,5,5,5,8.9,1.4,3.51,Graduate
2,39,1,9254,19,133.1,34,34,0,0,120,0,0,1,0,45,12,0,0,6,12,0,9.4,-0.8,-3.12,Dropout
1,39,1,9991,1,120,34,34,0,0,120.5,1,1,1,0,30,5,2,11,5,5,0,7.6,2.6,0.32,Dropout
1,51,1,9991,39,120,1,4,4,10,118.1,0,1,1,0,28,17,13,12,13,13,9,8.9,1.4,3.51,Dropout
1,39,1,9991,1,110,37,37,9,9,139,0,1,1,0,40,0,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,39,2,9147,19,133.1,38,19,4,10,116.3,0,0,1,0,32,5,0,0,5,9,0,10.8,1.4,1.74,Dropout
1,17,5,9254,1,118,19,37,5,5,120.5,1,1,1,0,19,12,4,12.5,6,12,4,7.6,2.6,0.32,Dropout
1,1,1,9070,1,139,1,19,3,9,134.9,1,1,1,0,20,7,6,13.66666667,6,7,6,16.2,0.3,-0.92,Graduate
1,17,1,9119,1,130,1,3,4,2,123,0,1,1,0,18,10,1,10,5,7,0,9.4,-0.8,-3.12,Dropout
1,17,1,9670,1,132,38,37,9,9,122.9,0,0,1,0,20,6,6,11.5,6,9,2,10.8,1.4,1.74,Dropout
1,39,1,9991,1,100,37,38,9,4,140,0,1,1,0,39,7,4,12.25,5,7,4,15.5,2.8,-4.06,Enrolled
1,17,1,9085,1,120,19,38,4,8,122.5,0,0,1,0,19,11,5,13.6,6,11,5,11.1,0.6,2.02,Enrolled
1,39,1,9991,12,133.1,37,37,9,9,121.5,0,1,1,0,38,11,2,10.5,5,9,3,7.6,2.6,0.32,Enrolled
1,17,3,9500,1,156,19,37,4,9,132.3,1,1,1,1,18,7,6,13.26666667,7,7,6,7.6,2.6,0.32,Graduate
1,17,4,9500,1,143,19,38,9,6,131.5,1,1,1,1,18,8,7,12.5125,8,8,8,13.9,-0.3,0.79,Graduate
2,43,1,9130,9,133.1,34,34,0,0,128.2,0,1,1,0,28,9,0,0,5,5,0,7.6,2.6,0.32,Dropout
1,39,1,9670,1,140,37,37,9,9,148,1,0,1,0,31,14,0,0,6,6,0,12.7,3.7,-1.7,Dropout
1,1,1,9500,1,127,2,19,3,9,121.5,0,1,1,0,23,7,6,13.48333333,7,7,6,7.6,2.6,0.32,Graduate
1,1,1,9500,1,135,38,19,194,193,135.4,1,1,1,0,21,9,6,12.565,8,12,5,11.1,0.6,2.02,Enrolled
1,39,1,9238,19,133.1,37,37,9,9,139,0,0,1,0,33,8,0,0,5,6,0,16.2,0.3,-0.92,Dropout
1,43,1,9147,1,120,37,37,5,3,113.4,0,1,1,0,22,9,3,13,5,9,3,12.7,3.7,-1.7,Dropout
1,44,1,9119,39,150,19,37,9,9,150,1,1,1,0,20,6,5,16.5,5,7,5,12.4,0.5,1.79,Dropout
1,17,1,9670,1,123,37,38,3,3,122,0,1,1,0,19,7,6,13.16666667,6,9,5,8.9,1.4,3.51,Enrolled
1,44,1,9085,39,150,38,38,4,1,150,1,1,1,0,20,11,6,13.8,6,7,6,16.2,0.3,-0.92,Graduate
1,39,1,9254,12,133.1,37,37,5,7,119.3,1,1,1,0,25,7,6,11.16666667,6,11,4,9.4,-0.8,-3.12,Enrolled
1,39,1,9003,1,130,1,1,9,4,140,0,0,1,0,25,0,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,4,9070,1,140,4,19,2,10,125,1,1,1,0,19,7,6,12.66666667,6,8,6,9.4,-0.8,-3.12,Enrolled
1,1,1,9670,1,141,2,1,2,4,140.7,1,1,1,0,20,5,5,12.6,5,6,4,7.6,2.6,0.32,Graduate
2,39,1,9500,19,133.1,19,19,4,4,100,0,1,1,0,33,7,5,13.06,7,9,0,16.2,0.3,-0.92,Enrolled
1,17,5,9773,1,146,1,37,5,5,146.7,1,1,1,0,19,7,6,13.83333333,6,8,6,7.6,2.6,0.32,Graduate
1,39,1,9130,19,133.1,34,34,99,99,96,0,1,1,0,31,5,0,0,5,5,0,7.6,2.6,0.32,Dropout
1,44,1,9119,39,160,3,38,2,3,160,0,0,1,0,24,6,2,16,7,7,2,8.9,1.4,3.51,Dropout
1,44,1,9119,39,130,19,3,3,4,130,0,0,1,0,23,5,0,0,5,5,0,15.5,2.8,-4.06,Dropout
2,39,1,9991,1,160,1,3,1,2,130,0,0,1,1,26,12,3,10.66666667,5,11,3,9.4,-0.8,-3.12,Dropout
2,43,1,9070,2,140,37,37,6,6,140,1,1,1,0,38,18,18,14.5,18,18,18,16.2,0.3,-0.92,Graduate
1,1,6,9119,1,126,19,19,7,3,116.6,1,1,1,1,20,6,5,14,5,7,5,8.9,1.4,3.51,Graduate
1,17,5,9119,1,118,1,19,9,9,120.5,1,1,1,0,20,10,3,13.33333333,5,11,5,12.4,0.5,1.79,Graduate
1,39,1,9085,19,133.1,3,1,2,5,103,0,1,1,0,25,0,0,0,6,0,0,10.8,1.4,1.74,Dropout
1,17,2,9070,1,121,1,19,144,144,111.9,1,1,1,0,19,9,5,12,6,10,4,8.9,1.4,3.51,Graduate
1,17,1,9119,1,148,1,38,4,5,148.7,0,1,1,0,18,6,5,16.2,5,8,5,8.9,1.4,3.51,Graduate
1,43,1,9991,12,133.1,12,12,9,9,120,0,1,1,0,28,13,7,10.28571429,11,13,5,10.8,1.4,1.74,Dropout
1,1,2,9119,1,140,19,19,9,9,125.7,1,1,1,0,18,5,0,0,5,5,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9254,1,132,1,38,9,9,120.1,1,1,1,1,20,7,6,13.57142857,6,8,6,8.9,1.4,3.51,Graduate
1,1,1,9130,1,140,4,3,3,3,127.8,0,1,1,0,18,7,6,14.28571429,6,9,6,11.1,0.6,2.02,Graduate
1,17,3,9147,1,112,1,1,3,3,106.4,1,1,1,0,19,7,5,10.2,5,6,4,12.4,0.5,1.79,Graduate
1,42,1,9500,1,100,19,19,9,9,100,0,1,1,0,24,16,2,10.25,8,16,2,12.7,3.7,-1.7,Dropout
1,17,4,9085,1,126,1,3,5,5,123.9,1,1,1,0,21,0,0,0,6,0,0,10.8,1.4,1.74,Dropout
1,1,1,9670,1,150,3,37,4,7,139.5,0,1,1,1,20,7,6,14.83333333,6,6,6,12.7,3.7,-1.7,Graduate
1,44,1,9003,39,150,19,1,9,8,150,1,1,1,0,21,12,5,13.625,6,6,5,13.9,-0.3,0.79,Graduate
2,1,1,9556,1,144,19,19,193,144,139.8,0,1,1,0,24,7,7,12.27142857,8,10,7,10.8,1.4,1.74,Graduate
1,39,1,9991,1,133.1,38,37,9,9,154.4,0,1,1,0,27,0,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,17,6,9147,1,120,37,38,9,9,115.5,1,0,1,0,19,8,4,12.5,5,9,5,8.9,1.4,3.51,Enrolled
1,39,1,8014,1,133.1,3,19,4,7,119,0,1,1,0,39,10,9,13.22222222,7,8,7,8.9,1.4,3.51,Graduate
1,39,1,33,1,133.1,19,37,9,9,96.1,0,1,1,0,25,13,2,15,7,12,2,12.4,0.5,1.79,Dropout
1,7,1,171,3,130,1,2,9,2,130,0,0,1,0,18,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,43,1,9070,1,133,1,2,9,2,128.8,0,1,1,0,19,12,12,13.16666667,12,12,12,10.8,1.4,1.74,Graduate
1,18,1,9773,1,124,38,37,9,8,126.8,0,1,1,1,21,8,5,13.83333333,6,6,4,13.9,-0.3,0.79,Graduate
1,7,1,9991,40,130,1,3,4,2,130,0,1,1,0,27,0,0,0,5,0,0,8.9,1.4,3.51,Dropout
1,1,3,9147,1,124,1,1,5,3,116.7,1,1,1,0,19,6,0,0,5,6,0,7.6,2.6,0.32,Enrolled
1,17,3,9500,1,132,3,1,2,7,125.5,1,1,1,0,18,8,7,13.15428571,8,8,7,10.8,1.4,1.74,Enrolled
1,7,1,9670,3,110,27,37,3,3,110,1,1,1,0,27,12,9,12.33333333,11,11,6,9.4,-0.8,-3.12,Dropout
1,1,3,9773,1,127,19,38,8,3,133.7,1,1,1,0,18,6,6,13,6,7,5,12.7,3.7,-1.7,Dropout
1,1,1,9130,1,130,2,3,9,1,117.6,0,1,1,0,19,14,2,11.5,5,8,5,9.4,-0.8,-3.12,Enrolled
1,44,1,9003,39,140,19,38,9,10,140,0,1,1,0,19,15,3,13.25,6,9,1,13.9,-0.3,0.79,Dropout
1,44,1,9003,39,150,19,1,1,1,150,0,1,1,0,22,12,3,13.33333333,6,12,3,15.5,2.8,-4.06,Enrolled
1,16,2,9238,1,133,19,38,4,5,133.7,1,1,0,0,18,6,6,13.5,6,6,6,10.8,1.4,1.74,Graduate
1,16,4,9773,1,109,37,37,9,3,137,1,1,0,1,18,7,6,12.66666667,6,8,5,10.8,1.4,1.74,Graduate
1,43,1,9147,1,133.1,4,19,2,1,128.2,0,1,0,0,23,18,11,15.09090909,6,7,6,9.4,-0.8,-3.12,Dropout
1,18,4,171,1,133,1,4,9,5,129.2,1,0,1,0,20,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
